,attack_raw,attack_display,position_vector,magnitude,unit_vector,projection,dot_product,angle_with_Q,Orthogonality
270,210,294,[210 294],361.2976612157903,[0.58123819 0.81373347],[252. 252.],504,9.462322208025613,False
271,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
272,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
273,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
274,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
275,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
276,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
277,200,280,[200 280],344.0930106817051,[0.58123819 0.81373347],[240. 240.],480,9.46232220802565,False
278,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
279,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
280,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
281,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
282,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
283,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
284,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
285,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
286,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
287,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
288,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
289,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
290,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
291,100,140,[100 140],172.04650534085255,[0.58123819 0.81373347],[120. 120.],240,9.46232220802565,False
292,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
293,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
294,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
295,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
296,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
297,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
298,190,266,[190 266],326.88836014761984,[0.58123819 0.81373347],[228. 228.],456,9.46232220802565,False
299,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
300,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
301,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
302,190,266,[190 266],326.88836014761984,[0.58123819 0.81373347],[228. 228.],456,9.46232220802565,False
303,210,294,[210 294],361.2976612157903,[0.58123819 0.81373347],[252. 252.],504,9.462322208025613,False
304,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
305,190,266,[190 266],326.88836014761984,[0.58123819 0.81373347],[228. 228.],456,9.46232220802565,False
306,210,294,[210 294],361.2976612157903,[0.58123819 0.81373347],[252. 252.],504,9.462322208025613,False
307,230,322,[230 322],395.7069622839608,[0.58123819 0.81373347],[276. 276.],552,9.462322208025613,False
308,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
309,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
310,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
311,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
312,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
313,190,266,[190 266],326.88836014761984,[0.58123819 0.81373347],[228. 228.],456,9.46232220802565,False
314,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
315,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
316,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
317,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
318,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
319,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
320,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
321,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
322,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
323,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
324,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
325,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
326,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
327,130,182,[130 182],223.6604569431083,[0.58123819 0.81373347],[156. 156.],312,9.46232220802565,False
328,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
329,150,210,[150 210],258.0697580112788,[0.58123819 0.81373347],[180. 180.],360,9.462322208025613,False
330,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
331,100,140,[100 140],172.04650534085255,[0.58123819 0.81373347],[120. 120.],240,9.46232220802565,False
332,120,168,[120 168],206.45580640902304,[0.58123819 0.81373347],[144. 144.],288,9.462322208025613,False
333,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
334,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
335,140,196,[140 196],240.86510747719356,[0.58123819 0.81373347],[168. 168.],336,9.46232220802565,False
336,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
337,160,224,[160 224],275.27440854536405,[0.58123819 0.81373347],[192. 192.],384,9.46232220802565,False
338,220,308,[220 308],378.50231174987556,[0.58123819 0.81373347],[264. 264.],528,9.46232220802565,False
339,100,140,[100 140],172.04650534085255,[0.58123819 0.81373347],[120. 120.],240,9.46232220802565,False
340,110,154,[110 154],189.25115587493778,[0.58123819 0.81373347],[132. 132.],264,9.46232220802565,False
341,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
342,180,252,[180 252],309.6837096135346,[0.58123819 0.81373347],[216. 216.],432,9.46232220802565,False
343,170,238,[170 238],292.4790590794493,[0.58123819 0.81373347],[204. 204.],408,9.46232220802565,False
344,80,416,[ 80 416],423.62247343595925,[0.18884739 0.98200645],[248. 248.],496,34.11447294534127,False
345,90,468,[ 90 468],476.57528261545417,[0.18884739 0.98200645],[279. 279.],558,34.11447294534127,False
346,100,520,[100 520],529.5280917949491,[0.18884739 0.98200645],[310. 310.],620,34.11447294534127,False
347,110,572,[110 572],582.480900974444,[0.18884739 0.98200645],[341. 341.],682,34.11447294534127,False
348,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
349,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
350,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
351,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
352,200,1040,[ 200 1040],1059.0561835898982,[0.18884739 0.98200645],[620. 620.],1240,34.11447294534127,False
353,210,1092,[ 210 1092],1112.008992769393,[0.18884739 0.98200645],[651. 651.],1302,34.11447294534127,False
354,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
355,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
356,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
357,110,572,[110 572],582.480900974444,[0.18884739 0.98200645],[341. 341.],682,34.11447294534127,False
358,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
359,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
360,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
361,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
362,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
363,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
364,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
365,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
366,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
367,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
368,100,520,[100 520],529.5280917949491,[0.18884739 0.98200645],[310. 310.],620,34.11447294534127,False
369,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
370,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
371,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
372,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
373,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
374,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
375,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
376,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
377,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
378,100,520,[100 520],529.5280917949491,[0.18884739 0.98200645],[310. 310.],620,34.11447294534127,False
379,110,572,[110 572],582.480900974444,[0.18884739 0.98200645],[341. 341.],682,34.11447294534127,False
380,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
381,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
382,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
383,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
384,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
385,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
386,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
387,200,1040,[ 200 1040],1059.0561835898982,[0.18884739 0.98200645],[620. 620.],1240,34.11447294534127,False
388,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
389,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
390,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
391,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
392,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
393,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
394,210,1092,[ 210 1092],1112.008992769393,[0.18884739 0.98200645],[651. 651.],1302,34.11447294534127,False
395,120,624,[120 624],635.4337101539388,[0.18884739 0.98200645],[372. 372.],744,34.11447294534127,False
396,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
397,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
398,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
399,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
400,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
401,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
402,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
403,210,1092,[ 210 1092],1112.008992769393,[0.18884739 0.98200645],[651. 651.],1302,34.11447294534127,False
404,230,1196,[ 230 1196],1217.9146111283828,[0.18884739 0.98200645],[713. 713.],1426,34.11447294534127,False
405,130,676,[130 676],688.3865193334337,[0.18884739 0.98200645],[403. 403.],806,34.114472945341255,False
406,140,728,[140 728],741.3393285129287,[0.18884739 0.98200645],[434. 434.],868,34.114472945341255,False
407,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
408,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
409,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
410,200,1040,[ 200 1040],1059.0561835898982,[0.18884739 0.98200645],[620. 620.],1240,34.11447294534127,False
411,150,780,[150 780],794.2921376924236,[0.18884739 0.98200645],[465. 465.],930,34.11447294534127,False
412,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
413,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
414,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
415,210,1092,[ 210 1092],1112.008992769393,[0.18884739 0.98200645],[651. 651.],1302,34.11447294534127,False
416,100,520,[100 520],529.5280917949491,[0.18884739 0.98200645],[310. 310.],620,34.11447294534127,False
417,110,572,[110 572],582.480900974444,[0.18884739 0.98200645],[341. 341.],682,34.11447294534127,False
418,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
419,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
420,220,1144,[ 220 1144],1164.961801948888,[0.18884739 0.98200645],[682. 682.],1364,34.11447294534127,False
421,100,520,[100 520],529.5280917949491,[0.18884739 0.98200645],[310. 310.],620,34.11447294534127,False
422,110,572,[110 572],582.480900974444,[0.18884739 0.98200645],[341. 341.],682,34.11447294534127,False
423,190,988,[190 988],1006.1033744104033,[0.18884739 0.98200645],[589. 589.],1178,34.114472945341284,False
424,200,1040,[ 200 1040],1059.0561835898982,[0.18884739 0.98200645],[620. 620.],1240,34.11447294534127,False
425,170,884,[170 884],900.1977560514134,[0.18884739 0.98200645],[527. 527.],1054,34.114472945341284,False
426,160,832,[160 832],847.2449468719185,[0.18884739 0.98200645],[496. 496.],992,34.11447294534127,False
427,180,936,[180 936],953.1505652309083,[0.18884739 0.98200645],[558. 558.],1116,34.11447294534127,False
428,80,336,[ 80 336],345.39253031876643,[0.23162053 0.97280621],[208. 208.],416,31.607502246248906,False
429,90,378,[ 90 378],388.56659660861226,[0.23162053 0.97280621],[234. 234.],468,31.607502246248895,False
430,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
431,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
432,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
433,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
434,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
435,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
436,200,840,[200 840],863.4813257969162,[0.23162053 0.97280621],[520. 520.],1040,31.607502246248906,False
437,210,882,[210 882],906.6553920867619,[0.23162053 0.97280621],[546. 546.],1092,31.607502246248906,False
438,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
439,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
440,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
441,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
442,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
443,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
444,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
445,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
446,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
447,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
448,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
449,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
450,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
451,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
452,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
453,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
454,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
455,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
456,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
457,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
458,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
459,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
460,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
461,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
462,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
463,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
464,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
465,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
466,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
467,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
468,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
469,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
470,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
471,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
472,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
473,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
474,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
475,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
476,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
477,210,882,[210 882],906.6553920867619,[0.23162053 0.97280621],[546. 546.],1092,31.607502246248906,False
478,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
479,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
480,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
481,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
482,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
483,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
484,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
485,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
486,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
487,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
488,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
489,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
490,200,840,[200 840],863.4813257969162,[0.23162053 0.97280621],[520. 520.],1040,31.607502246248906,False
491,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
492,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
493,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
494,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
495,150,630,[150 630],647.6109943476871,[0.23162053 0.97280621],[390. 390.],780,31.607502246248906,False
496,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
497,130,546,[130 546],561.2628617679954,[0.23162053 0.97280621],[338. 338.],676,31.607502246248906,False
498,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
499,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
500,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
501,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
502,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
503,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
504,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
505,120,504,[120 504],518.0887954781497,[0.23162053 0.97280621],[312. 312.],624,31.60750224624892,False
506,140,588,[140 588],604.4369280578413,[0.23162053 0.97280621],[364. 364.],728,31.60750224624892,False
507,160,672,[160 672],690.7850606375329,[0.23162053 0.97280621],[416. 416.],832,31.607502246248906,False
508,100,420,[100 420],431.7406628984581,[0.23162053 0.97280621],[260. 260.],520,31.607502246248906,False
509,110,462,[110 462],474.91472918830385,[0.23162053 0.97280621],[286. 286.],572,31.607502246248906,False
510,180,756,[180 756],777.1331932172245,[0.23162053 0.97280621],[468. 468.],936,31.607502246248895,False
511,190,798,[190 798],820.3072595070703,[0.23162053 0.97280621],[494. 494.],988,31.607502246248895,False
512,170,714,[170 714],733.9591269273787,[0.23162053 0.97280621],[442. 442.],884,31.607502246248906,False
513,80,184,[ 80 184],200.63897926375125,[0.39872611 0.91707006],[132. 132.],264,21.50143432404794,False
514,90,207,[ 90 207],225.71885167172013,[0.39872611 0.91707006],[148.5 148.5],297,21.501434324047924,False
515,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
516,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
517,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
518,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
519,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
520,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
521,200,460,[200 460],501.5974481593781,[0.39872611 0.91707006],[330. 330.],660,21.501434324047903,False
522,210,483,[210 483],526.677320567347,[0.39872611 0.91707006],[346.5 346.5],693,21.501434324047903,False
523,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
524,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
525,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
526,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
527,110,253,[110 253],275.87859648765794,[0.39872611 0.91707006],[181.5 181.5],363,21.501434324047924,False
528,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
529,130,299,[130 299],326.03834130359576,[0.39872611 0.91707006],[214.5 214.5],429,21.501434324047903,False
530,150,345,[150 345],376.19808611953357,[0.39872611 0.91707006],[247.5 247.5],495,21.501434324047924,False
531,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
532,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
533,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
534,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
535,120,276,[120 276],300.9584688956269,[0.39872611 0.91707006],[198. 198.],396,21.501434324047924,False
536,140,322,[140 322],351.1182137115647,[0.39872611 0.91707006],[231. 231.],462,21.501434324047924,False
537,160,368,[160 368],401.2779585275025,[0.39872611 0.91707006],[264. 264.],528,21.50143432404794,False
538,170,391,[170 391],426.3578309354714,[0.39872611 0.91707006],[280.5 280.5],561,21.501434324047903,False
539,180,414,[180 414],451.43770334344026,[0.39872611 0.91707006],[297. 297.],594,21.501434324047924,False
540,100,230,[100 230],250.79872407968904,[0.39872611 0.91707006],[165. 165.],330,21.501434324047903,False
